exponent,min_runtime_old,min_runtime_new
5262, 0.0033442690000811126,0.00011108000035164878
5263, 0.0032374799993704073,0.00011700999675667845
5264, 0.0030953989989939146,8.259999958681874e-05
5265, 0.0031318190012825653,6.492999818874523e-05
5266, 0.0021940900005574804,7.553999967058189e-05
5267, 0.003619599996454781,0.000112900001113303
5268, 0.002114039998559747,0.0001102599999285303
5269, 0.0021594399986497592,8.769000123720616e-05
5270, 0.0023238889989443123,8.663999687996693e-05
5271, 0.0024032000001170672,6.468999708886258e-05
5272, 0.002623218999360688,0.00011728000026778318
5273, 0.0026172190009674523,0.00011839000217150897
5274, 0.002939350000815466,0.00011604000246734358
5275, 0.0023299000022234395,0.00012137000157963485
5276, 0.003562169000360882,0.00011885999992955476
5277, 0.0034922590020869393,0.00011527000242494978
5278, 0.00313049000033061,0.00011431999882915989
5279, 0.0031040499998198356,0.00011511000047903508
5280, 0.00336976999824401,0.0001060110007529147
5281, 0.0024513190001016483,0.00010540999937802553
5282, 0.002466310001182137,6.279100125539117e-05
5283, 0.002460749998135725,0.0001171000003523659
5284, 0.003529330002493225,0.00011372000153642148
5285, 0.003498869999020826,0.00011272000119788572
5286, 0.0034296890007681213,0.00011672000255202875
5287, 0.0035125399990647566,0.00011629999789875001
5288, 0.0047842589992797,0.00011269999959040433
5289, 0.0036125499973422848,0.00011425000047893263
5290, 0.00340536899966537,0.00012398000035318546
5291, 0.0028392099993652664,0.00011405999975977466
5292, 0.0035687490017153323,0.00011474900020402856
5293, 0.0035680500004673377,0.000119270000141114
5294, 0.003470118997938698,0.00011634000111371279
5295, 0.0035518889999366365,0.00011692000043694861
5296, 0.0027755700029956643,0.00011424900003476068
5297, 0.0027356799982953817,6.640900028287433e-05
5298, 0.003453839999565389,0.0001144599991675932
5299, 0.0037029890008852817,0.00011358000119798817
5300, 0.0036505799980659503,0.00012286000128369778
5301, 0.0023587200012116227,0.00010702999861678109
5302, 0.0022384399999282323,8.49089992698282e-05
5303, 0.0031252199987648055,6.442999801947735e-05
5304, 0.0023937400001159403,6.351000047288835e-05
5305, 0.0028199400003359187,6.392000068444759e-05
5306, 0.002101109999784967,6.433000089600682e-05
5307, 0.002119099000992719,7.099999857018702e-05
5308, 0.002404539998678956,0.00011642000026768073
5309, 0.002917699999670731,6.727999789291061e-05
5310, 0.0021867200011911336,0.00010818000009749085
5311, 0.002818549000949133,6.849000055808574e-05
5312, 0.002310170002601808,8.276999869849533e-05
5313, 0.003591569999116473,0.0001178800011985004
5314, 0.0030464089977613185,0.00011762999929487705
5315, 0.0036167090001981705,0.00011731999984476715
5316, 0.0026470590019016527,6.429999848478474e-05
5317, 0.0031209400003717747,0.00010414999997010455
5318, 0.0031063700007507578,0.0001034500019159168
5319, 0.00310380900191376,0.0001049999991664663
5320, 0.0031499200013058726,0.00010160999954678118
5321, 0.003304638998088194,0.0001056300025084056
5322, 0.0034389190004731063,0.00011372999870218337
5323, 0.003257919001043774,0.00011398000060580671
5324, 0.003219379002985079,0.00011259100210736506
5325, 0.003088409997872077,0.00010856999870156869
5326, 0.00226846000077785,6.502000178443268e-05
5327, 0.002095230000122683,0.00011595000250963494
5328, 0.003438009000092279,6.315000064205378e-05
5329, 0.0035741899991990067,0.00011608999921008945
5330, 0.0034125199999834877,6.510999810416251e-05
5331, 0.0034034089985652827,0.00014268900122260675
5332, 0.0022292700014077127,0.00012134000280639157
5333, 0.0036056989993085153,0.00011531000200193375
5334, 0.002851629997167038,6.470999869634397e-05
5335, 0.002801178998197429,0.0001096499981940724
5336, 0.003550499000994023,0.00011431100210756995
5337, 0.0033926299984159414,0.00011431999882915989
5338, 0.0032410889980383217,0.00011518000246724114
5339, 0.003070679998927517,0.00010441000267746858
5340, 0.0034875199999078177,0.00011549999908311293
5341, 0.003502529998513637,0.00011434000043664128
5342, 0.003451859000051627,0.0001155499994638376
5343, 0.0036236490013834555,0.00011846999768749811
5344, 0.0035152390009898227,0.00011794999954872765
5345, 0.002789309997751843,6.576900341315195e-05
5346, 0.003592029999708757,0.00011500999971758574
5347, 0.002430858996376628,0.00011997999899904244
5348, 0.003891079999448266,0.00011579999772948213
5349, 0.0036535889994411264,0.00011731999984476715
5350, 0.003799289999733446,0.00012205000166432001
5351, 0.003933169999072561,0.00011736000305972993
5352, 0.004041669002617709,0.00011921999976038933
5353, 0.0034837189996324014,0.00011617999916779809
5354, 0.003731759999936912,0.00011110999912489206
5355, 0.003021630000148434,0.00011735000225598924
5356, 0.0038126289982756134,0.00011340000128257088
5357, 0.002453848999721231,7.396000000881031e-05
5358, 0.002567850002378691,0.00011784999878727831
5359, 0.003935189000912942,0.0001186400004371535
5360, 0.003865760001644958,0.00011484000060590915
5361, 0.003838600001472514,0.00012060999870300293
5362, 0.0037119689986866433,0.00011567000183276832
5363, 0.0037487090012291446,0.00011704000280587934
5364, 0.0036044389999005944,0.00011434899715823121
5365, 0.0038199890004761983,0.0001155399986600969
5366, 0.0026636390030034818,0.00011481999899842776
5367, 0.0038327490001393016,0.00012406899986672215
5368, 0.002200549999543,0.00010669000039342791
5369, 0.002844709000783041,0.00011894000272150151
5370, 0.003934729000320658,0.00011669999730656855
5371, 0.0036023390021000523,0.00011209099830011837
5372, 0.003298759002063889,0.00011592000009841286
5373, 0.003715590002684621,0.0001138299994636327
5374, 0.0036474789994827006,0.0001154489982582163
5375, 0.0031639490007364657,0.00011924000136787072
5376, 0.002485649001755519,0.00012197999967611395
5377, 0.0035794600007648114,0.00011378000272088684
5378, 0.0032275599987769965,0.0001136800019594375
5379, 0.0035944690025644377,6.477100032498129e-05
5380, 0.003560879998985911,0.00011488900054246187
5381, 0.0033045389973267447,0.00010710000060498714
5382, 0.003735278998647118,0.00011828000060631894
5383, 0.003892289001669269,0.00011590999929467216
5384, 0.003910089999408228,0.00011732999701052904
5385, 0.0038001889988663606,0.00012557900117826648
5386, 0.0038299590014503337,0.00011824000102933496
5387, 0.0027359199993952643,0.00011808000272139907
5388, 0.0036663589999079704,0.00011595999967539683
5389, 0.003635569999460131,0.0001177199992525857
5390, 0.0037766989989904687,0.00012108000009902753
5391, 0.003707408999616746,0.00011969999832217582
5392, 0.003719259002537001,0.000115229999209987
5393, 0.0021728489991801325,0.00011667999933706596
5394, 0.0035729000010178424,0.00011104999794042669
5395, 0.0033686089991533663,0.00011653999899863265
5396, 0.0031880590031505562,6.723000115016475e-05
5397, 0.003136259001621511,6.677000055788085e-05
5398, 0.0035876199981430545,0.00011908000305993482
5399, 0.002254128998174565,0.00012046000119880773
5400, 0.003608159997384064,7.215999721665867e-05
5401, 0.0033556889975443482,0.00012045000039506704
5402, 0.002429399999527959,6.708000000799075e-05
5403, 0.003388519999134587,0.00013657999807037413
5404, 0.003450599000643706,0.0001181900006486103
5405, 0.0035115499995299615,0.0001149199997598771
5406, 0.0035915489970648196,0.0001234699993801769
5407, 0.0033264300000155345,0.00012357000014162622
5408, 0.0034214799998153467,0.00011857999925268814
5409, 0.003311119999125367,0.00010678000035113655
5410, 0.0024943190001067705,0.00010454999937792309
5411, 0.0034883990010712296,0.0001211300004797522
5412, 0.003663819999928819,0.00011354999878676608
5413, 0.003429819000302814,0.00011694999921019189
5414, 0.003120729001238942,0.00011868900037370622
5415, 0.0027709989990398753,0.00012391100244713016
5416, 0.0029708699985349085,0.00011449000157881528
5417, 0.00269071000002441,6.601999848498963e-05
5418, 0.0032152300009329338,0.00012185000014142133
5419, 0.0035168889990018215,0.00011805000031017698
5420, 0.002388308999798028,0.00012245999823790044
5421, 0.0024909690000640694,0.00010440999903948978
5422, 0.0034266689981450327,0.00012029999925289303
5423, 0.0035461400002532173,0.00012204000086057931
5424, 0.002374998999584932,0.00011857999925268814
5425, 0.0030185989999154117,0.0001233000002685003
5426, 0.002761469000688521,7.548000212409534e-05
5427, 0.0033246689999941736,0.00011273000200162642
5428, 0.0037807389999215957,0.00010943999950541183
5429, 0.0039900789997773245,0.00011873000039486215
5430, 0.003527470002154587,0.0001083999995898921
5431, 0.0034545390008133836,0.00011611000081757084
5432, 0.0035831889981636778,0.00011419000293244608
5433, 0.0034651490022952203,0.00011975999950664118
5434, 0.0035859489980794024,0.00012228999912622385
5435, 0.0033231599991268013,8.445999992545694e-05
5436, 0.002624929002195131,0.00011250999887124635
5437, 0.003602740001952043,0.00011462900147307664
5438, 0.0033300590002909303,7.392000043182634e-05
5439, 0.0031623989998479374,0.0001251399989996571
5440, 0.0032230199976766016,0.00010961999942082912
5441, 0.0025050699987332337,0.00011624999751802534
5442, 0.002721200002270052,6.579000182682648e-05
5443, 0.003479999002593104,0.00011826999980257824
5444, 0.0035871699983545113,0.00011783999798353761
5445, 0.002835099003277719,0.00011882000035257079
5446, 0.0026620099997671787,6.786999801988713e-05
5447, 0.0023970200018084142,0.00012372000128380023
5448, 0.0025407300017832313,6.625000241911039e-05
5449, 0.0030489290002151392,0.0001211199996760115
5450, 0.002470669998729136,0.00012048999997205101
5451, 0.0022329499988700263,6.741999823134392e-05
5452, 0.0032921099991654046,6.788000246160664e-05
5453, 0.002599018996988889,0.00011773000005632639
5454, 0.002209819998824969,6.595000013476238e-05
5455, 0.00310087899924838,0.00012192000212962739
5456, 0.0033456089986430015,6.845999814686365e-05
5457, 0.002229608999186894,0.00012077999781467952
5458, 0.002524308998545166,0.00011613000242505223
5459, 0.002617079997435212,6.705999840050936e-05
5460, 0.002442789998895023,0.0001223800027219113
5461, 0.002081468999676872,8.288000026368536e-05
5462, 0.0025031000004673842,6.725999992340803e-05
5463, 0.0021811699989484623,6.760000178474002e-05
5464, 0.0025186200000462122,0.00010148000001208857
5465, 0.0033160899984068237,6.814000153099187e-05
5466, 0.0035354589999769814,0.00012126000001444481
5467, 0.0034519900000304915,0.00011412000094424002
5468, 0.003925509998225607,0.0001212900024256669
5469, 0.0029288000005180947,0.00012838000111514702
5470, 0.002726889000769006,6.854000093881041e-05
5471, 0.0029808699982822873,0.00012348000018391758
5472, 0.0024002599966479465,0.00011726999946404248
5473, 0.0025341299988212995,0.0001124400005210191
5474, 0.0036032099997100886,0.00011031100075342692
5475, 0.0035182190003979485,0.00011933999849134125
5476, 0.0031857989997661207,0.00011696000001393259
5477, 0.003582108998671174,0.00011583000014070421
5478, 0.003382238999620313,0.00011407000056351535
5479, 0.003701158999319887,0.00011878000077558681
5480, 0.0037520290024986025,0.0001203499996336177
5481, 0.0035877789996447973,0.0001116599996748846
5482, 0.0036703890000353567,0.00010884000221267343
5483, 0.0037713189994974528,0.00011993000225629658
5484, 0.003851768997265026,0.00011986000026809052
5485, 0.004038598999613896,0.0001253299997188151
5486, 0.0036848989984719083,0.00012056000196025707
5487, 0.004183539000223391,0.00012477999916882254
5488, 0.0037645299998985138,0.00011816000187536702
5489, 0.0035854799971275497,0.00012129999959142879
5490, 0.0033085800023400225,0.00011847000132547691
5491, 0.0032545289977861103,0.0001114999977289699
5492, 0.0032572500022070017,0.00012078000145265833
5493, 0.003624058997957036,0.00011038999946322292
5494, 0.0034233200021844823,0.00011610999717959203
5495, 0.0035614490006992128,0.0001206699998874683
5496, 0.0034074390023306478,0.00011567999899853021
5497, 0.0022633299995504785,6.789999679313041e-05
5498, 0.00367103000098723,0.00012431999857653864
5499, 0.003289809999841964,0.0001256300020031631
5500, 0.003508939000312239,0.00012476000119931996
5501, 0.002836218998709228,6.884899994474836e-05
5502, 0.0037494389980565757,0.00012530899766716175
5503, 0.003765559999010293,0.00012450000212993473
5504, 0.003666109998448519,0.00011775899838539772
5505, 0.003679418998217443,0.00011756999811041169
5506, 0.003511609000270255,0.00011871000242535956
5507, 0.003640019000158645,0.00012170999980298802
5508, 0.0037604200006171595,0.00011962999997194856
5509, 0.0035198990008211695,0.00011931900007766671
5510, 0.003883139997924445,0.00012227999832248315
5511, 0.003694129001814872,0.00011956000162172131
5512, 0.0036413089983398095,0.00011534000077517703
5513, 0.003773549000470666,0.00012334900020505302
5514, 0.003177549999236362,0.00011851999806822278
5515, 0.0038248189994192217,0.00012074000187567435
5516, 0.003119059001619462,0.00011954000001423992
5517, 0.003680550002172822,0.00011304000145173632
5518, 0.0036732299995492212,0.00011054000060539693
5519, 0.0037832689995411783,0.00011369999992894009
5520, 0.0038362900013453327,0.00011701000039465725
5521, 0.003223689000151353,0.00013246999878901988
5522, 0.002845508999598678,0.00012149000031058677
5523, 0.0036811190002481453,0.00012446999971871264
5524, 0.0037934089996269904,0.00012710000009974465
5525, 0.003642580002633622,0.00012454900206648745
5526, 0.0036085900028410833,0.00011796000035246834
5527, 0.0037205089975032024,0.00015186999735306017
5528, 0.0037950090008962434,0.00012606000018422492
5529, 0.003802008999628015,0.0001321399977314286
5530, 0.0028650890017161146,0.0001273199995921459
5531, 0.003334298999106977,0.0001339999980700668
5532, 0.0036149589977867436,0.00010619000022416003
5533, 0.002277728999615647,0.00012210999921080656
5534, 0.002732199998717988,0.0001281000004382804
5535, 0.003249549998145085,0.00012930999946547672
5536, 0.0039808100009395275,6.74699986120686e-05
5537, 0.0024849889996403363,0.0001124399968830403
5538, 0.0036843199995928444,0.00011658999937935732
5539, 0.003532659000484273,0.00010986000052071176
5540, 0.0034797789994627237,0.00013721000141231343
5541, 0.003534600000421051,0.00011190000077476725
5542, 0.0031290699989767745,0.0001292000015382655
5543, 0.003536738997354405,0.00011624999751802534
5544, 0.006334898000204703,0.00012011999933747575
5545, 0.007777828999678604,6.778999886591919e-05
5546, 0.0021887500006414484,7.668000034755096e-05
5547, 0.003996458999608876,0.0001283999990846496
5548, 0.004039520001242636,0.00011297099990770221
5549, 0.0028682199990726076,0.0001327399986621458
5550, 0.003094919000432128,0.00013644000136991963
5551, 0.003764258999581216,0.00013532999946619384
5552, 0.0035340089998499025,0.00011699000242515467
5553, 0.0035054899999522604,0.00011882000035257079
5554, 0.003563359998224769,0.0001271700020879507
5555, 0.003533638999215327,0.00012075999984517694
5556, 0.0038370190013665706,0.0001305109981331043
5557, 0.0038589189971389715,0.00012939999942318536
5558, 0.003995769999164622,0.00012053999671479687
5559, 0.0027747200001613237,0.00012758999946527183
5560, 0.0030911290014046244,0.00012171900016255677
5561, 0.003336859001137782,0.00012328000229899772
5562, 0.003867938998155296,0.0001248599983227905
5563, 0.0030765199990128167,0.00012728000001516193
5564, 0.0032722089999879245,0.0001230100024258718
5565, 0.0030506099974445533,0.00012328000229899772
5566, 0.0036239189976186026,7.01100034348201e-05
5567, 0.003482050000457093,0.00011713999992934987
5568, 0.003929769998649135,0.0001116700004786253
5569, 0.003852608999295626,0.00011314000221318565
5570, 0.003617268997913925,0.00011258000085945241
5571, 0.005040530002588639,0.0001234699993801769
5572, 0.0029410199967969675,0.00011810000069090165
5573, 0.0031503889986197464,6.94800000928808e-05
5574, 0.003876699000102235,0.00012713999967672862
5575, 0.0032425300014438108,0.00012944000263814814
5576, 0.003628318998380564,7.270000060088933e-05
5577, 0.0030695400018885266,9.660000068834051e-05
5578, 0.0027136499993503094,0.0001259399978152942
5579, 0.0033721799991326407,7.130900121410377e-05
5580, 0.0032800299995869864,7.254000229295343e-05
5581, 0.0029679200015380047,0.00012560899995150976
5582, 0.0036724189994856715,0.00012169000183348544
5583, 0.002754150002147071,0.00012226000035298057
5584, 0.0023327989983954467,0.00010897000174736604
5585, 0.003908580001734663,0.00012099000014131889
5586, 0.002333808999537723,0.000125940001453273
5587, 0.003614559998823097,0.00012689000141108409
5588, 0.003974228999140905,0.0001262499972654041
5589, 0.0036324989996501245,0.0001311900014115963
5590, 0.003642578998551471,0.00012713999967672862
5591, 0.0023763790013617836,9.363999924971722e-05
5592, 0.00331813999946462,0.0001104199982364662
5593, 0.003311658998427447,0.00011432000246713869
5594, 0.003325798999867402,0.0001144599991675932
5595, 0.0033960900000238325,0.00011780999921029434
5596, 0.003567128998838598,0.00011784999878727831
5597, 0.003839780001726467,0.00011741900016204454
5598, 0.003658298999653198,0.000120339998829877
5599, 0.0037518700009968597,0.00013481000132742338
5600, 0.0037513399984163698,0.0001239000011992175
5601, 0.0022361100018315483,0.00010548000136623159
5602, 0.0022900889998709317,0.00012753099872497842
5603, 0.0032828889998199884,0.00012131000039516948
5604, 0.003811429000052158,9.941999815055169e-05
5605, 0.003244309998990502,0.00012381999840727076
5606, 0.003546349998941878,0.00013364999904297292
5607, 0.0035251990011602174,0.00012889999925391749
5608, 0.0034288800015929155,0.00013132999811205082
5609, 0.002631829000165453,0.00012728999718092382
5610, 0.0036930189999111462,0.0001285600010305643
5611, 0.0035685099974216428,0.00010198899690294638
5612, 0.002287060000526253,0.00012834000153816305
5613, 0.002362408999033505,0.00011574999734875746
5614, 0.0034894089985755272,7.153000115067698e-05
5615, 0.0035147599992342293,0.00012785000217263587
5616, 0.0025548400008119643,0.00011291999908280559
5617, 0.002174009998270776,0.00012801000048057176
5618, 0.003976539999712259,6.960999962757342e-05
5619, 0.002832739999576006,0.00013095999747747555
5620, 0.0036678199976449832,0.00013364000187721103
5621, 0.002384488998359302,0.00011722000272129662
5622, 0.0032603889994788915,7.457000174326822e-05
5623, 0.003789189999224618,0.000136310001835227
5624, 0.002259420001792023,0.00011313999857520685
5625, 0.0034904189997178037,0.00012607000098796561
5626, 0.0030085090002103243,7.013099821051583e-05
5627, 0.0035944890005339403,0.00012822999997297302
5628, 0.0032067389984149486,0.00011901000107172877
5629, 0.0022579689975827932,0.00012880000213044696
5630, 0.002208710000559222,0.0001225300002261065
5631, 0.003027849998034071,0.00012790999971912242
5632, 0.0024518499994883314,0.00013019000107306056
5633, 0.00226846000077785,0.00012024999887216836
5634, 0.0022834389965282753,6.910000229254365e-05
5635, 0.003486328998405952,0.0001290399995923508
5636, 0.0034002900029008742,0.0001130700002249796
5637, 0.0034139700001105666,0.00011432999963290058
5638, 0.0035340889990038704,0.00011287000234005973
5639, 0.00349215900132549,0.00011731000267900527
5640, 0.003482708998490125,0.00011147099939989857
5641, 0.002579640000476502,0.0001180199978989549
5642, 0.002923269999882905,8.623099711257964e-05
5643, 0.0029902099995524622,0.00012915000115754083
5644, 0.003265298997575883,0.00012412000069161877
5645, 0.0036194499989505857,0.00011137999899801798
5646, 0.0032245100010186434,0.00011627999992924742
5647, 0.0036533589991449844,0.00011675000132527202
5648, 0.003465208999841707,0.00012425099703250453
5649, 0.0036496499997156207,0.0001286999977310188
5650, 0.0037829489992873278,0.0001220600024680607
5651, 0.0023624200002814177,0.00011934999929508194
5652, 0.0027114590011478867,7.04909980413504e-05
5653, 0.0027128789988637436,8.175000039045699e-05
5654, 0.002213828996900702,9.057999704964459e-05
5655, 0.002186509002058301,7.07199978933204e-05
5656, 0.00319848999788519,9.558000238030218e-05
5657, 0.0023829390011087526,7.461099812644534e-05
5658, 0.0026848899979086127,7.122000170056708e-05
5659, 0.0037368689991126303,0.00013479999688570388
5660, 0.0037314090004656464,0.00012698000136879273
5661, 0.0023237200002768077,0.00012912999955005944
5662, 0.00250203900213819,7.07199978933204e-05
5663, 0.003130339002382243,0.0001262600017071236
5664, 0.0029800490010529757,0.00012567000158014707
5665, 0.0029539300012402236,8.742000136408024e-05
5666, 0.0022801100021752063,0.0001318400027230382
5667, 0.0024577900003350805,0.00011194000035175122
5668, 0.0023926200010464527,7.093000021995977e-05
5669, 0.0022914300025149714,7.230999835883267e-05
5670, 0.002257898999232566,7.136000203900039e-05
5671, 0.002233729999716161,7.331999950110912e-05
5672, 0.0024726599986024667,9.972999760066159e-05
5673, 0.0024366590005229227,8.760999844525941e-05
5674, 0.0025005799980135635,0.00010739999925135635
5675, 0.0026859199970203917,7.247000030474737e-05
5676, 0.002612610001961002,0.00012861900177085772
5677, 0.0024385090000578202,7.155999992392026e-05
5678, 0.003699748998769792,0.00013087000115774572
5679, 0.0025889690004987642,8.60599975567311e-05
5680, 0.003506829001707956,0.00011915999857592396
5681, 0.0035670290017151274,0.0001400199980707839
5682, 0.0026477800020074937,0.00012889999925391749
5683, 0.0036808090007980354,9.349999891128391e-05
5684, 0.003228040000976762,7.558000288554467e-05
5685, 0.0029257999995024875,8.103000072878785e-05
5686, 0.003133810001600068,0.00010818000009749085
5687, 0.002899958999478258,8.212999819079414e-05
5688, 0.0033553690009284765,0.00010366000060457736
5689, 0.003688949000206776,0.00012767999942298047
5690, 0.004022248998808209,0.00012998999955016188
5691, 0.0035808200009341817,0.00014312900020740926
5692, 0.0040083390013023745,0.00014613999883295037
5693, 0.0032059090008260682,0.00011156999971717596
5694, 0.003601779997552512,0.0001368709999951534
5695, 0.0028176989981147926,0.0001413000027241651
5696, 0.003970050001953496,8.362999869859777e-05
5697, 0.0028743199982272927,0.00010710000060498714
5698, 0.00305946899970877,8.213999899453484e-05
5699, 0.0029546690020652022,7.580899909953587e-05
5700, 0.004535400003078394,0.0001253000009455718
5701, 0.003964008999901125,0.000138790001074085
5702, 0.004052858999784803,0.00012857099864049815
5703, 0.0037557290015683975,0.00012606000018422492
5704, 0.0041727200004970655,7.009100227151066e-05
5705, 0.003947978999349289,0.00013797000065096654
5706, 0.004048280003189575,0.0001369499987049494
5707, 0.003642509000201244,0.00013451999984681606
5708, 0.004061048999574268,0.00011576000179047696
5709, 0.003475949000858236,0.0001425500013283454
5710, 0.0038065299995651003,0.00012883999806945212
5711, 0.0036462589996517636,0.00013327999840839766
5712, 0.0037456999998539686,0.00013544000103138387
5713, 0.003247399999963818,0.00010987000132445246
5714, 0.0028602599995792843,9.3039998319e-05
5715, 0.002249619999929564,7.203999848570675e-05
5716, 0.0035859099989465903,0.00013138999929651618
5717, 0.0034167500016337726,0.00013372999819694087
5718, 0.0025707299973873887,7.016000017756596e-05
5719, 0.00230278000162798,7.123999967006966e-05
5720, 0.002498649999324698,9.408999903826043e-05
5721, 0.003465239002252929,7.485999958589673e-05
5722, 0.003636488996562548,0.0001309100007347297
5723, 0.003397059997951146,0.00012625999806914479
5724, 0.003735048998350976,0.00012441999933798797
5725, 0.0037261800025589764,0.0001329000006080605
5726, 0.0038388890025089495,0.0001279499992961064
5727, 0.0037706099974457175,0.0001335400011157617
5728, 0.0038293990000966005,0.00012613999933819287
5729, 0.0033940989997063298,0.00012803999925381504
5730, 0.003871898999932455,7.231999916257337e-05
5731, 0.00361169900133973,0.00012805000005755574
5732, 0.0034468490011931863,0.00012942000103066675
5733, 0.0034117890027118847,0.00012506999701145105
5734, 0.003668440000183182,0.00013006000153836794
5735, 0.003628128997661406,0.00013355999908526428
5736, 0.0036260090018913615,0.00013082999794278294
5737, 0.004005868999229278,0.00012867999976151623
5738, 0.003992148998804623,0.00012901000081910752
5739, 0.003820149002422113,0.00012375100050121546
5740, 0.0027313309983583167,0.00012303000039537437
5741, 0.003861220000544563,0.00012820999836549163
5742, 0.004115539002668811,0.00013504999878932722
5743, 0.0028908400017826352,0.0001320000010309741
5744, 0.003994149999925867,7.390000246232376e-05
5745, 0.004024220001156209,0.00012946000060765073
5746, 0.0038894190001883544,0.00012838000111514702
5747, 0.003907440001057694,0.00012988000162295066
5748, 0.0036240590015950147,0.00013201000183471479
5749, 0.0036759190006705467,0.0001396000006934628
5750, 0.0035147090020473115,0.00012882000009994954
5751, 0.003502989999105921,0.0001429899966751691
5752, 0.003117649001069367,0.00012630000128410757
5753, 0.0035071689999313094,7.533999814768322e-05
5754, 0.003896218997397227,0.00013593999756267294
5755, 0.0037516890006372705,0.00011947100210818462
5756, 0.003936869001336163,0.00011944000289076939
5757, 0.0029850899991288316,7.439000182785094e-05
5758, 0.002825840001605684,0.00013752000086242333
5759, 0.0030728189994988497,7.535999975516461e-05
5760, 0.002670459998626029,0.0001320000010309741
5761, 0.0028867099972558208,7.582900070701726e-05
5762, 0.0031222489997162484,8.100900231511332e-05
5763, 0.0032698199975129683,0.00013468999895849265
5764, 0.0033575000015844125,0.00012540999887278304
5765, 0.0035412489996815566,7.338000068557449e-05
5766, 0.0033297490008408204,0.0001336290006292984
5767, 0.0037453199984156527,0.00012851000064983964
5768, 0.002696280000236584,7.206000009318814e-05
5769, 0.0031260299983841833,8.429000081378035e-05
5770, 0.0027154300005349796,8.334000085596927e-05
5771, 0.0035087690012005623,7.357999857049435e-05
5772, 0.00396236999949906,0.00012758999946527183
5773, 0.002486909997969633,0.0001425500013283454
5774, 0.003829609999229433,0.0001358699992124457
5775, 0.003375758999027312,0.00013674000001628883
5776, 0.004069378999702167,0.00012596999658853747
5777, 0.0037045589997433126,8.347000039066188e-05
5778, 0.003378949000762077,0.00013205999857746065
5779, 0.003641020000941353,0.0001311999985773582
5780, 0.002487969999492634,7.328999708988704e-05
5781, 0.003655919001175789,0.00013475000014295802
5782, 0.004220279999572085,0.00013455999942380004
5783, 0.002452579999953741,0.00013475000014295802
5784, 0.003538259999913862,7.41199983167462e-05
5785, 0.002909759001340717,0.00013689000115846284
5786, 0.0036297599981480744,0.0001049799975589849
5787, 0.003222079001716338,0.00013783999747829512
5788, 0.0028225899986864533,8.084000000962988e-05
5789, 0.0037954599974909797,0.00013496999963535927
5790, 0.003608349998103222,0.00013091999790049158
5791, 0.003626838999480242,8.297999738715589e-05
5792, 0.0034651499991014134,0.00012892000086139888
5793, 0.0035233390008215792,0.0001227000029757619
5794, 0.002667918997758534,0.00012928000069223344
5795, 0.002479439997841837,0.00010409999958937988
5796, 0.0034855400008382276,0.00013003999993088655
5797, 0.002390859997831285,7.415000072796829e-05
5798, 0.0028933089997735806,7.466000170097686e-05
5799, 0.00266389999887906,0.00013891100024920888
5800, 0.0028686400000879075,8.611000157543458e-05
5801, 0.0032270889969368,8.216000060201623e-05
5802, 0.00278763900132617,7.679000191274099e-05
5803, 0.0027998289988317993,0.0001296699992963113
5804, 0.0033381289977114648,0.0001400600012857467
5805, 0.0038351100010913797,7.441999696311541e-05
5806, 0.0033788289983931463,0.0001347799989162013
5807, 0.0036152890024823137,0.00011825999899883755
5808, 0.003777630001422949,0.00012720999802695587
5809, 0.003871789998811437,0.00012745999993057922
5810, 0.0032780789988464676,0.00013109000065014698
5811, 0.002585969999927329,8.067999806371517e-05
5812, 0.003135920000204351,7.476999962818809e-05
5813, 0.003405790001124842,0.00011701000039465725
5814, 0.0030450599988398608,7.410000034724362e-05
5815, 0.0029871589977119584,0.00012789999891538173
5816, 0.0028605600018636324,0.00012681999942287803
5817, 0.0036117490017204545,0.00013576999845099635
5818, 0.003842088997771498,0.00012708000213024206
5819, 0.003647118999651866,0.00013887000022805296
5820, 0.0036063490006199572,0.00013209000098868273
5821, 0.003676868996990379,0.00011221000022487715
5822, 0.003194359000190161,0.00014799000200582668
5823, 0.0028358490017126314,7.573999755550176e-05
5824, 0.0036480199996731244,0.00013412000043899752
5825, 0.0033390600001439452,7.850000110920519e-05
5826, 0.0032232489975285716,0.00013463999857776798
5827, 0.0028762789988832083,0.0001008100007311441
5828, 0.00242348900064826,7.353000182774849e-05
5829, 0.002931119997811038,7.753000318189152e-05
5830, 0.0031653700025344733,7.44500030123163e-05
5831, 0.0028500389998953324,7.591000030515715e-05
5832, 0.003211290000763256,0.00011431999882915989
5833, 0.003391889997146791,0.00013831000251229852
5834, 0.003721009001310449,0.00011020899910363369
5835, 0.0038326499998220243,0.00012351999976090156
5836, 0.0036624589993152767,0.00013499000124284066
5837, 0.0038237890003074426,0.00012852999861934222
5838, 0.004153738998866174,0.0001258000011148397
5839, 0.004119679997529602,0.00012389000039547682
5840, 0.0033351599995512515,0.0001338299989583902
5841, 0.0043089190003229305,0.00013206000221543945
5842, 0.004008628999145003,0.00013217000014265068
5843, 0.0037144389971217606,0.0001460699968447443
5844, 0.003220979000616353,0.00013528000272344798
5845, 0.0034581990003061946,0.0001373310005874373
5846, 0.0037046489997010212,0.00013541999942390248
5847, 0.003981399000622332,0.0001384799979859963
5848, 0.002484549997461727,9.168999895337038e-05
5849, 0.0028294789990468416,7.585999992443249e-05
