exponent,min_runtime_old,min_runtime_new
2872, 0.0011793390003731474,4.5689997932640836e-05
2873, 0.001190980001410935,4.6230001316871494e-05
2874, 0.0011701389994414058,4.626000009011477e-05
2875, 0.001173220000055153,4.652000279747881e-05
2876, 0.0011551690004125703,4.5009997847955674e-05
2877, 0.0011581600010686088,4.737999915960245e-05
2878, 0.0011804800014942884,4.688000262831338e-05
2879, 0.0011767399992095307,4.7890996938804165e-05
2880, 0.0011654689988063183,4.407999949762598e-05
2881, 0.001167419999546837,4.613000055542216e-05
2882, 0.0011762489993998315,4.504000025917776e-05
2883, 0.0011733999999705702,4.572000034386292e-05
2884, 0.0011858489997393917,4.5988999772816896e-05
2885, 0.001174179997178726,4.664000152843073e-05
2886, 0.001187210000352934,4.6580000343965366e-05
2887, 0.001165170000604121,4.692000220529735e-05
2888, 0.001181300001917407,4.55899971711915e-05
2889, 0.001165240002592327,4.6348999603651464e-05
2890, 0.0011581099970499054,4.6299999667098746e-05
2891, 0.0013601399987237528,4.687000182457268e-05
2892, 0.0013087199986330234,4.706000254373066e-05
2893, 0.0013239600011729635,5.0409998948452994e-05
2894, 0.0013337999989744276,4.662000355892815e-05
2895, 0.001281319997360697,4.780000017490238e-05
2896, 0.0012463900020520668,4.4430002162698656e-05
2897, 0.0012386999987938907,4.315999831305817e-05
2898, 0.0011884490013471805,4.257999898982234e-05
2899, 0.000971199002378853,4.48200007667765e-05
2900, 0.0013119790019118227,4.450900087249465e-05
2901, 0.0013384789999690838,4.7970002924557775e-05
2902, 0.001357080000161659,4.801999966730364e-05
2903, 0.0013267100002849475,4.451999848242849e-05
2904, 0.0013062300022284035,4.65299999632407e-05
2905, 0.0013142799980414566,4.862000059802085e-05
2906, 0.0013220500004536007,4.833999992115423e-05
2907, 0.0012718500001938082,4.777999856742099e-05
2908, 0.0013261999993119389,4.86899989482481e-05
2909, 0.0013172500002838206,4.762900061905384e-05
2910, 0.0008387999987462536,2.7919999411096796e-05
2911, 0.0013669099971593823,4.872000135947019e-05
2912, 0.0013309899986779783,4.8420002713100985e-05
2913, 0.0013644899991049897,4.6609999117208645e-05
2914, 0.0013476899985107593,4.5829001464881e-05
2915, 0.0014053899976715911,4.6700002712896094e-05
2916, 0.0011127299985673744,4.74600019515492e-05
2917, 0.0013876900011382531,4.600000102072954e-05
2918, 0.0013909299996157642,4.656000237446278e-05
2919, 0.001307930000621127,4.6588997065555304e-05
2920, 0.0013145100019755773,4.501000148593448e-05
2921, 0.001338549998763483,4.744000034406781e-05
2922, 0.001346820001344895,4.676000025938265e-05
2923, 0.00088133899771492,4.8169997171498835e-05
2924, 0.0011847400019178167,4.664000152843073e-05
2925, 0.0011851199997181538,4.8119996790774167e-05
2926, 0.0011580699974729214,4.623999848263338e-05
2927, 0.0011867100001836661,4.838899985770695e-05
2928, 0.0011852800016640685,4.534999970928766e-05
2929, 0.0012048000025970396,4.8990001232596114e-05
2930, 0.0012103389999538194,4.8120000428752974e-05
2931, 0.0012093799996364396,4.616000296664424e-05
2932, 0.0012275699991732836,4.5988999772816896e-05
2933, 0.0012177600001450628,4.656000237446278e-05
2934, 0.0011540999985300004,4.8800000513438135e-05
2935, 0.0011699089991452638,4.7500001528533176e-05
2936, 0.0011854500007757451,4.546000127447769e-05
2937, 0.0011647989995253738,4.694900053436868e-05
2938, 0.0011347700019541662,4.572000034386292e-05
2939, 0.0010689800001273397,4.7640001866966486e-05
2940, 0.0011382199991203379,4.5829001464881e-05
2941, 0.0012086189999536145,4.642999920179136e-05
2942, 0.0011602400008996483,4.7769997763680294e-05
2943, 0.0010803299992403481,3.562999700079672e-05
2944, 0.0011281799997959752,4.2690000555012375e-05
2945, 0.0009850999995251186,4.769999941345304e-05
2946, 0.0010494399975868873,4.8359997890656814e-05
2947, 0.0010751399968285114,3.1509000109508634e-05
2948, 0.0007469900010619313,4.8140002036234364e-05
2949, 0.000724389999959385,2.8800001018680632e-05
2950, 0.0010866500015254132,4.8239999159704894e-05
2951, 0.0012035199979436584,4.914999954053201e-05
2952, 0.0011383899982320145,4.7410001570824534e-05
2953, 0.0007999800000106916,4.8969999625114724e-05
2954, 0.000716429996828083,3.990000186604448e-05
2955, 0.0011711200022546109,4.86999997519888e-05
2956, 0.0008078799983195495,4.725100006908178e-05
2957, 0.0007745299990347121,3.364000076544471e-05
2958, 0.0011412399981054477,2.9009999707341194e-05
2959, 0.0007806000030541327,4.9369999032933265e-05
2960, 0.0011424699987401254,5.1679999160114676e-05
2961, 0.0007967390010890085,4.3160001951036975e-05
2962, 0.0007246899986057542,2.7549998776521534e-05
2963, 0.0011838099999295082,4.789999729837291e-05
2964, 0.0010019600013038144,4.813099803868681e-05
2965, 0.0007456700004695449,4.83900003018789e-05
2966, 0.0011274099997535814,2.823999966494739e-05
2967, 0.0011812299999292009,5.0190003094030544e-05
2968, 0.0011752489990612958,5.022899858886376e-05
2969, 0.0012155299991718493,4.8940000851871446e-05
2970, 0.0010299200002918951,4.942899977322668e-05
2971, 0.0011850099981529638,4.810999962501228e-05
2972, 0.0011755399973480962,4.878000254393555e-05
2973, 0.0011970600025961176,5.1139999413862824e-05
2974, 0.0009026599982462358,2.8480000764830038e-05
2975, 0.0011818800012406427,4.8379999498138204e-05
2976, 0.0009547600020596292,4.472999717108905e-05
2977, 0.0009771400000317954,2.781999864964746e-05
2978, 0.0011807800001406576,4.885999805992469e-05
2979, 0.000779791000240948,2.8879996534669772e-05
2980, 0.000909970000066096,4.642999920179136e-05
2981, 0.0011072200031776447,4.507999983616173e-05
2982, 0.0011004199986928143,4.463000004761852e-05
2983, 0.0011112299980595708,4.593999983626418e-05
2984, 0.0010884699986490887,4.228000034345314e-05
2985, 0.0011218500003451481,4.4249998609302565e-05
2986, 0.0010861000009754207,4.40500007243827e-05
2987, 0.00111174999983632,4.55899971711915e-05
2988, 0.0010830899991560727,4.351000097813085e-05
2989, 0.0010862899980565999,4.464000085135922e-05
2990, 0.0011260200008109678,4.450900087249465e-05
2991, 0.001252180001756642,5.174000034458004e-05
2992, 0.0011633499998424668,4.7508998250123113e-05
2993, 0.0013021400009165518,5.007000072509982e-05
2994, 0.001241629997821292,4.796999928657897e-05
2995, 0.0012264399993000552,4.94800005981233e-05
2996, 0.0008318600011989474,4.905099922325462e-05
2997, 0.0008355390018550679,2.930000118794851e-05
2998, 0.0009868699999060482,5.120000059832819e-05
2999, 0.0007555699994554743,2.9809998522978276e-05
3000, 0.000782809998781886,3.092999759246595e-05
3001, 0.001156480000645388,2.9060000088065863e-05
3002, 0.0010750600013125222,5.066000085207634e-05
3003, 0.0007512900010624435,2.958000186481513e-05
3004, 0.0011273599993728567,4.5239998144097626e-05
3005, 0.0011377800001355354,5.164899994269945e-05
3006, 0.0009814090008148924,5.1229999371571466e-05
3007, 0.0007637300004716963,3.017999915755354e-05
3008, 0.0009627800027374178,2.755999958026223e-05
3009, 0.001036759997077752,3.635000030044466e-05
3010, 0.00110946000131662,3.402999936952256e-05
3011, 0.0009686190023785457,5.018999945605174e-05
3012, 0.0007636700029252097,4.812899715034291e-05
3013, 0.0012360099972283933,2.88500013994053e-05
3014, 0.0009358300012536347,4.96300017402973e-05
3015, 0.0008264300013252068,2.913000207627192e-05
3016, 0.0011721099981514271,4.921999789075926e-05
3017, 0.0009489199983363505,4.928000271320343e-05
3018, 0.0010118999998667277,4.8119996790774167e-05
3019, 0.0008761700009927154,3.881100201397203e-05
3020, 0.0010967199996230192,4.90099992020987e-05
3021, 0.00105512899972382,5.247000080998987e-05
3022, 0.0010555000008025672,4.695000097854063e-05
3023, 0.0011941699995077215,5.0170001486549154e-05
3024, 0.0009218400009558536,5.0151000323239714e-05
3025, 0.0007699399975535925,2.9850001737941056e-05
3026, 0.0011591799993766472,5.067999882157892e-05
3027, 0.0009023200000228826,5.084000076749362e-05
3028, 0.0011001099992427044,5.124000017531216e-05
3029, 0.001070189999154536,5.443000191007741e-05
3030, 0.0009101399991777726,3.0229999538278207e-05
3031, 0.0013316900003701448,5.0499998906161636e-05
3032, 0.0011496000006445684,5.11799989908468e-05
3033, 0.0010556099987297785,4.980999801773578e-05
3034, 0.0009819700026127975,4.832000195165165e-05
3035, 0.0011414790023991372,4.9489997763885185e-05
3036, 0.000809570999990683,2.9170001653255895e-05
3037, 0.0007632599990756717,2.9548999009421095e-05
3038, 0.0007636089976585936,2.9529997846111655e-05
3039, 0.001105768998968415,5.2859999414067715e-05
3040, 0.001106829000491416,5.104999945615418e-05
3041, 0.0012911800004076213,4.861100023845211e-05
3042, 0.0011797600018326193,5.185000190977007e-05
3043, 0.000851099997817073,3.0049999622860923e-05
3044, 0.0011999200032732915,5.091999992146157e-05
3045, 0.001280280001083156,5.3309999202610925e-05
3046, 0.0007576600000902545,5.1180002628825605e-05
3047, 0.0008704200008651242,2.9810002160957083e-05
3048, 0.0011653889996523503,5.013999907532707e-05
3049, 0.0012488390020735096,5.1209997764090076e-05
3050, 0.001205509001010796,2.984000093420036e-05
3051, 0.0010987200003000908,2.9680002626264468e-05
3052, 0.0011215390004508663,3.0069000786170363e-05
3053, 0.0010668100003385916,5.031999899074435e-05
3054, 0.0007868690008763224,5.109999983687885e-05
3055, 0.0008773489971645176,3.065000055357814e-05
3056, 0.0013924300001235679,4.831999831367284e-05
3057, 0.0015247699993778951,4.93099978484679e-05
3058, 0.0013222100023995154,4.999999873689376e-05
3059, 0.0009065099984582048,3.124000068055466e-05
3060, 0.0010748700005933642,4.9930000386666507e-05
3061, 0.0008840200025588274,3.006000042660162e-05
3062, 0.0008797200025583152,2.995999966515228e-05
3063, 0.0008739500008232426,3.0630002584075555e-05
3064, 0.0008803900018392596,3.0051000067032874e-05
3065, 0.0009042800011229701,3.0259998311521485e-05
3066, 0.0010665599984349683,3.093999839620665e-05
3067, 0.0010297099979652558,3.24200009345077e-05
3068, 0.000928999997995561,3.0049999622860923e-05
3069, 0.0008461500001430977,3.082900002482347e-05
3070, 0.0010338100000808481,3.0420000257436186e-05
3071, 0.001001329997961875,5.4729996918467805e-05
3072, 0.0009986290024244227,3.1031002436066046e-05
3073, 0.000944819999858737,5.715999941457994e-05
3074, 0.0011923899983230513,3.135999941150658e-05
3075, 0.001307889000599971,3.753999772015959e-05
3076, 0.0010914599988609552,5.450000026030466e-05
3077, 0.001099170000088634,3.2410000130767e-05
3078, 0.0009637199982535094,3.217999983462505e-05
3079, 0.0010370599993621,3.274000118835829e-05
3080, 0.0011451700011093635,3.166999886161648e-05
3081, 0.0009998509995057248,5.7339999329997227e-05
3082, 0.0011008399997081142,3.253999966545962e-05
3083, 0.0011579099991649855,3.345000004628673e-05
3084, 0.0014751599992450792,5.157999839866534e-05
3085, 0.001348610003333306,3.4240001696161926e-05
3086, 0.001028550002956763,4.898999759461731e-05
3087, 0.000852770001074532,4.966899723513052e-05
3088, 0.0009165000010398217,2.829000004567206e-05
3089, 0.0008752510002523195,4.711000292445533e-05
3090, 0.0009831800016399939,2.8768998163286597e-05
3091, 0.0011372189983376302,5.5550000979565084e-05
3092, 0.0010331989979022183,3.247099812142551e-05
3093, 0.0012614400002348702,4.650000118999742e-05
3094, 0.001303658998949686,5.346000034478493e-05
3095, 0.0013203499984228984,5.4579999414272606e-05
3096, 0.0012872999977844302,5.148000127519481e-05
3097, 0.0010076899998239242,5.365000106394291e-05
3098, 0.0012422800027707126,3.2780000765342265e-05
3099, 0.001132680001319386,5.557999975280836e-05
3100, 0.001113278998673195,5.045999932917766e-05
3101, 0.0013041000020166393,5.4820000514155254e-05
3102, 0.0013062299985904247,5.466999937198125e-05
3103, 0.001308880000578938,5.542999861063436e-05
3104, 0.0010982999992847908,5.128999691805802e-05
3105, 0.0008676800025568809,5.131000216351822e-05
3106, 0.000920260001294082,3.232000017305836e-05
3107, 0.0009175000013783574,3.0369999876711518e-05
3108, 0.0011350300010235514,4.5969998609507456e-05
3109, 0.0012481599987950176,4.774000262841582e-05
3110, 0.000912790001166286,5.2060000598430634e-05
3111, 0.0008433799994236324,3.0160001188050956e-05
3112, 0.0009330499997304287,2.967999898828566e-05
3113, 0.0008498189999954775,3.118999666185118e-05
3114, 0.0009713889994600322,5.292000059853308e-05
3115, 0.0009016300027724355,3.0209001124603674e-05
3116, 0.0011565509994397871,5.0000002374872565e-05
3117, 0.001272428999072872,5.2959996537538245e-05
3118, 0.001303730001382064,5.2600000344682485e-05
3119, 0.0010012599996116478,4.7950001317076385e-05
3120, 0.0012763289996655658,3.0899998819222674e-05
3121, 0.0013506499999493826,5.606000195257366e-05
3122, 0.0012626889983948786,5.2128998504485935e-05
3123, 0.0009188700023514684,5.48999996681232e-05
3124, 0.0014050399986444972,4.659999831346795e-05
3125, 0.0013510489989130292,5.6208999012596905e-05
3126, 0.0013601999999082182,5.2620001952163875e-05
3127, 0.0008334399972227402,5.3168998420005664e-05
3128, 0.0012254299981577788,5.197000064072199e-05
3129, 0.0008655800011183601,3.9129998185671866e-05
3130, 0.0008029099990380928,2.9809001716785133e-05
3131, 0.0007894489972386509,3.061999814235605e-05
3132, 0.0009339499993075151,3.303099947515875e-05
3133, 0.0009308400003646966,3.090000245720148e-05
3134, 0.0009184099981212057,3.9459999243263155e-05
3135, 0.0008019799970497843,4.0540002373745665e-05
3136, 0.0011465500028862152,2.8390000807121396e-05
3137, 0.0012291700004425365,5.376999979489483e-05
3138, 0.0012402399988786783,5.4340001952368766e-05
3139, 0.0009535099998174701,3.0539998988388106e-05
3140, 0.0008894499987945892,2.927999958046712e-05
3141, 0.0011708499987435061,5.342000076780096e-05
3142, 0.0010973999997077044,7.342999742832035e-05
3143, 0.0009569600006216206,4.645999797503464e-05
3144, 0.0008162789999914821,3.5420001950114965e-05
3145, 0.0008306400013680104,3.138000101898797e-05
3146, 0.0009383090000483207,3.5230001230956987e-05
3147, 0.0009337600022263359,3.135999941150658e-05
3148, 0.0008251399995060638,5.3759998991154134e-05
3149, 0.0011204300026292913,3.0630002584075555e-05
3150, 0.0012556000001495704,5.301999772200361e-05
3151, 0.0011418099966249429,5.281999983708374e-05
3152, 0.0008294889994431287,4.800999886356294e-05
3153, 0.0008530500017513987,4.548899960354902e-05
3154, 0.0008561690010537859,4.715999966720119e-05
3155, 0.000888959999429062,3.423999805818312e-05
3156, 0.0008897509978851303,2.989000131492503e-05
3157, 0.0008689300011610612,3.239000216126442e-05
3158, 0.0008728499997232575,3.169000046909787e-05
3159, 0.0008537899993825704,4.7269997594412416e-05
3160, 0.0008436900025117211,3.383999865036458e-05
3161, 0.0008262199989985675,3.026999911526218e-05
3162, 0.0008040800021262839,3.006000042660162e-05
3163, 0.0008574899984523654,4.991999958292581e-05
3164, 0.0007998400033102371,3.003000165335834e-05
3165, 0.0008376900004805066,5.2200000936863944e-05
3166, 0.0008324709997395985,3.457099955994636e-05
3167, 0.0008573790000809822,3.16400000883732e-05
3168, 0.0008061589978751726,3.0511000659316778e-05
3169, 0.0008219100018322933,3.1249997846316546e-05
3170, 0.0008353390003321692,4.2359999497421086e-05
3171, 0.0008551999999326654,3.067999932682142e-05
3172, 0.0008108100009849295,4.524999894783832e-05
3173, 0.0008309900003951043,4.773000182467513e-05
3174, 0.0008083900029305369,3.1930001568980515e-05
3175, 0.0008323900001414586,3.276000279583968e-05
3176, 0.0008115799973893445,3.0209997930796817e-05
3177, 0.0008844689982652199,3.0870000045979396e-05
3178, 0.0008107100002234802,3.454999750829302e-05
3179, 0.0008339000014530029,3.142999776173383e-05
3180, 0.0008250899991253391,3.0560000595869496e-05
3181, 0.000827490002848208,3.123999704257585e-05
3182, 0.0008057300001382828,3.105999712715857e-05
3183, 0.0008272699997178279,3.303100311313756e-05
3184, 0.0008173800015356392,3.135000224574469e-05
3185, 0.0008354800011147745,3.268000000389293e-05
3186, 0.0008094900003925432,3.062999894609675e-05
3187, 0.000837219999084482,4.568000076687895e-05
3188, 0.000820668999949703,3.062999894609675e-05
3189, 0.000828560001536971,3.885999831254594e-05
3190, 0.0008578599990869407,3.110000034212135e-05
3191, 0.000832560002891114,3.2260002626571804e-05
3192, 0.0008122199978970457,3.042900061700493e-05
3193, 0.0008339499981957488,3.1200001103570685e-05
3194, 0.000846408998768311,3.243000173824839e-05
3195, 0.000833670001156861,3.319999814266339e-05
3196, 0.0008117899997159839,3.1269999453797936e-05
3197, 0.0008177199997589923,3.909999941242859e-05
3198, 0.0008374399985768832,3.139999898849055e-05
3199, 0.0011005199994542636,4.800999886356294e-05
3200, 0.0012857800029451028,4.976000127498992e-05
3201, 0.0012224500023876317,5.0850001571234316e-05
3202, 0.0012809889994969126,4.932999945594929e-05
3203, 0.001279829997656634,5.031999899074435e-05
3204, 0.0012407090034685098,4.9089998356066644e-05
3205, 0.0013345500010473188,4.968000212102197e-05
3206, 0.001251798999874154,4.999999873689376e-05
3207, 0.0012837400026910473,5.221999890636653e-05
3208, 0.001246429997991072,4.816000000573695e-05
3209, 0.0009205799979099538,5.143000089447014e-05
3210, 0.0008291400008602068,5.1040002290392295e-05
3211, 0.0008701299993845169,3.124000068055466e-05
3212, 0.0010896589992626105,5.360000068321824e-05
3213, 0.0009816400015552063,3.1319999834522605e-05
3214, 0.0009923100005835295,3.079000089201145e-05
3215, 0.0009525899986329023,4.652000279747881e-05
3216, 0.0009924000005412381,4.881000131717883e-05
3217, 0.0011264100030530244,3.2359999750042334e-05
3218, 0.0012166599990450777,3.1980001949705184e-05
3219, 0.0009598199976608157,3.316000220365822e-05
3220, 0.001134289999754401,3.0870000045979396e-05
3221, 0.0010154599985980894,5.6609998864587396e-05
3222, 0.0010654500001692213,5.192000025999732e-05
3223, 0.0009809799994400237,3.237000055378303e-05
3224, 0.0009440299982088618,4.7170000470941886e-05
3225, 0.000987029998213984,3.389000266906805e-05
3226, 0.0009373200009576976,3.1150000722846016e-05
3227, 0.0009116699984588195,5.611099913949147e-05
3228, 0.0011702289993991144,5.1799997891066596e-05
3229, 0.001155799996922724,3.4550001146271825e-05
3230, 0.001206319997436367,4.8919999244390056e-05
3231, 0.0009774000027391594,6.00200000917539e-05
3232, 0.001051310002367245,3.2210002245847136e-05
3233, 0.0010967599992000032,3.128000025753863e-05
3234, 0.0012475799994717818,4.524999894783832e-05
3235, 0.001140159998612944,3.3399999665562063e-05
3236, 0.001157689002866391,3.2240001019090414e-05
3237, 0.0009758900014276151,3.1600000511389226e-05
3238, 0.0010517000009713229,3.130999903078191e-05
3239, 0.001007999999274034,3.211999865015969e-05
3240, 0.0010104600005433895,3.215999822714366e-05
3241, 0.0009676600020611659,4.709999848273583e-05
3242, 0.0009850589995039627,3.382900104043074e-05
3243, 0.0009516299978713505,3.201999788871035e-05
3244, 0.0009772499979590066,4.178000017418526e-05
3245, 0.0009624500016798265,3.268000000389293e-05
3246, 0.0010038000000349712,3.3399999665562063e-05
3247, 0.000990389999060426,5.6560002121841535e-05
3248, 0.0010007700002461206,5.3471001592697576e-05
3249, 0.0009547200024826452,3.155000013066456e-05
3250, 0.0009907390012813266,3.17089979944285e-05
3251, 0.0010315100007574074,3.576000017346814e-05
3252, 0.0010236189991701394,3.162900247843936e-05
3253, 0.0012649499985855073,3.253099930589087e-05
3254, 0.0010249400002066977,5.711999983759597e-05
3255, 0.0011571900031412952,3.27300003846176e-05
3256, 0.001186900000902824,5.646900171996094e-05
3257, 0.0010406299988972023,5.977999899187125e-05
3258, 0.0011884800005645957,3.431000004638918e-05
3259, 0.0009922399985953234,5.81599997531157e-05
3260, 0.0012430089991539717,5.2770999900531024e-05
3261, 0.0010175799980061129,3.346900120959617e-05
3262, 0.0008870700003171805,3.765000292332843e-05
3263, 0.001284369998757029,3.3510001230752096e-05
3264, 0.0012806400009139907,3.067999932682142e-05
3265, 0.0013158800029486883,5.846000203746371e-05
3266, 0.00142898900230648,5.615999907604419e-05
3267, 0.0013659899996127933,3.2780000765342265e-05
3268, 0.0013889500005461741,5.3029998525744304e-05
3269, 0.0013478699984261766,5.532999784918502e-05
3270, 0.0014245200000004843,5.4390002333093435e-05
3271, 0.0012557200025185011,5.197000064072199e-05
3272, 0.0014439990009122994,5.600999793387018e-05
3273, 0.0014353700025822036,4.360999810160138e-05
3274, 0.001220419999299338,5.683999916072935e-05
3275, 0.0014985099987825379,5.521000275621191e-05
3276, 0.001268239997443743,5.717100066249259e-05
3277, 0.0014501200021186378,5.6639997637830675e-05
3278, 0.0008737600001040846,5.5360000260407105e-05
3279, 0.0012300189991947263,3.2809999538585544e-05
3280, 0.0013473899998643901,5.6540000514360145e-05
3281, 0.0012054100006935187,3.3440002880524844e-05
3282, 0.0012565200013341382,3.166999886161648e-05
3283, 0.00142853999932413,5.8689998695626855e-05
3284, 0.0010244799996144138,5.6960001529660076e-05
3285, 0.0011928099993383512,5.3140000090934336e-05
3286, 0.0009514299999864306,4.789000013261102e-05
3287, 0.0014187889973982237,5.996999971102923e-05
3288, 0.0013521989967557602,5.742000212194398e-05
3289, 0.0009100699971895665,5.394999971031211e-05
3290, 0.0011452500002633315,3.5569999454310164e-05
3291, 0.0011137309993500821,5.089000114821829e-05
3292, 0.001248100001248531,3.370999911567196e-05
3293, 0.0008701400001882575,5.355000030249357e-05
3294, 0.0009623090008972213,3.4339998819632456e-05
3295, 0.0013627299995278008,5.506999877979979e-05
3296, 0.0010072500008391216,4.765999983646907e-05
3297, 0.001516650001576636,5.8010999055113643e-05
3298, 0.001524588999018306,6.120000034570694e-05
3299, 0.0014878100009809714,5.959999907645397e-05
3300, 0.000895559998753015,5.7671000831760466e-05
3301, 0.0009161689995380584,3.2830001146066934e-05
3302, 0.0013043699982517865,5.9490001149242744e-05
3303, 0.001290730000619078,5.5900000006658956e-05
3304, 0.0012747000000672415,6.023999958415516e-05
3305, 0.0014850900006422307,3.330999970785342e-05
3306, 0.0011826490008388646,5.478000093717128e-05
3307, 0.0012135399992985185,3.369100159034133e-05
3308, 0.0008965800006990321,5.2010000217705965e-05
3309, 0.0010999900005117524,5.2010000217705965e-05
3310, 0.001375538999127457,6.066000059945509e-05
3311, 0.001641790000576293,5.7979999837698415e-05
3312, 0.0015497599997615907,5.791000148747116e-05
3313, 0.0014426100024138577,5.6730001233518124e-05
3314, 0.001486750003095949,5.8760000683832914e-05
3315, 0.0013961599979666062,5.756000246037729e-05
3316, 0.0012041599984513596,3.4360000427113846e-05
3317, 0.0014953600002627354,5.735100057790987e-05
3318, 0.0014983600012783427,5.6729997595539317e-05
3319, 0.0015135190005821642,6.0549999034265056e-05
3320, 0.0014772799986531027,5.6659999245312065e-05
3321, 0.0015772599981573876,5.574000169872306e-05
3322, 0.001692500001809094,5.968000186840072e-05
3323, 0.001517299999250099,5.8658999478211626e-05
3324, 0.0015133500019146595,5.752000288339332e-05
3325, 0.001490760001615854,5.756999962613918e-05
3326, 0.0018331089995626826,5.895999856875278e-05
3327, 0.0015401899981952738,6.0889997257618234e-05
3328, 0.0015302300016628578,5.425999916042201e-05
3329, 0.001009179999527987,5.483000131789595e-05
3330, 0.001213210001878906,3.1890998798189685e-05
3331, 0.0012236589973326772,5.6589997257106006e-05
3332, 0.0014330899975902867,3.228000059607439e-05
3333, 0.0009875100004137494,5.810000220662914e-05
3334, 0.0013035590018262155,5.710900222766213e-05
3335, 0.0012159500001871493,5.210000017541461e-05
3336, 0.0014518600000883453,3.27199995808769e-05
3337, 0.0014773990005778614,6.0059999668737873e-05
3338, 0.000908440000785049,5.8590001572156325e-05
3339, 0.001401689998601796,5.8710000303108245e-05
3340, 0.0009265509979741182,3.819999983534217e-05
3341, 0.0009370699990540743,3.491000097710639e-05
3342, 0.0009104800010391045,3.330999970785342e-05
3343, 0.0014004299991938751,6.109000241849571e-05
3344, 0.0012577600027725566,3.3250002161366865e-05
3345, 0.001386550000461284,5.751000207965262e-05
3346, 0.0012628000004042406,3.216000186512247e-05
3347, 0.0014100199987296946,6.166999810375273e-05
3348, 0.0012988600028620567,4.192000051261857e-05
3349, 0.0012519500014605,6.063000182621181e-05
3350, 0.0013404700002865866,5.6849999964470044e-05
3351, 0.001294880003115395,5.9130001318408176e-05
3352, 0.0010848000019905157,3.259900040575303e-05
3353, 0.0009999299982155208,4.45100013166666e-05
3354, 0.0015275400000973605,5.905999933020212e-05
3355, 0.0013140390001353808,6.070900053600781e-05
3356, 0.0010570300000836141,5.044999852543697e-05
3357, 0.0014381289984157775,3.376000313437544e-05
3358, 0.0012647190014831722,4.2529998609097674e-05
3359, 0.0014271100008045323,6.122000195318833e-05
3360, 0.0014665790004073642,5.353999949875288e-05
3361, 0.0014245200000004843,5.656999928760342e-05
3362, 0.0013666800005012192,5.963999865343794e-05
3363, 0.0013552800010074861,5.3039999329485e-05
3364, 0.0014212790010788012,5.226000212132931e-05
3365, 0.001512459999503335,5.7440000091446564e-05
3366, 0.0014405799993255641,5.7789999118540436e-05
3367, 0.001435399000911275,5.8639998314902186e-05
3368, 0.0010033300022769254,4.855999941355549e-05
3369, 0.0013944599995738827,3.414999810047448e-05
3370, 0.0014918800006853417,6.101000326452777e-05
3371, 0.0014979600018705241,3.4260003303643316e-05
3372, 0.0015618299985362682,5.891000182600692e-05
3373, 0.0013216000006650575,5.7199998991563916e-05
3374, 0.000958390002779197,3.361999915796332e-05
3375, 0.0012604389994521625,3.834000017377548e-05
3376, 0.0010530100007599685,3.886000195052475e-05
3377, 0.0012216899995109998,5.166999835637398e-05
3378, 0.00114564999967115,5.851000241818838e-05
3379, 0.0013415700013865717,6.0629998188233e-05
3380, 0.0012693200005742256,4.107999848201871e-05
3381, 0.0017928899978869595,6.346000009216368e-05
3382, 0.0017311390001850668,5.6049997510854155e-05
3383, 0.0017361099999106955,6.008999844198115e-05
3384, 0.001161059997684788,3.340999683132395e-05
3385, 0.0010828900012711529,6.061099702492356e-05
3386, 0.001056230001267977,3.3939999411813915e-05
3387, 0.0013299999991431832,3.4599997889017686e-05
3388, 0.0014315400003397372,5.738000254496001e-05
3389, 0.0010646199989423621,3.442899833316915e-05
3390, 0.0010353700017731171,3.429999924264848e-05
3391, 0.0015201899987005163,3.520000245771371e-05
3392, 0.0010571400016488042,3.27199995808769e-05
3393, 0.0011739600013243034,3.395000021555461e-05
3394, 0.0013134399996488355,3.375000233063474e-05
3395, 0.0016751900002418552,5.805999899166636e-05
3396, 0.0016498199984198436,5.5671000154688954e-05
3397, 0.0016280989984807093,5.641999814542942e-05
3398, 0.0016615299973636866,5.770999996457249e-05
3399, 0.001546399998915149,5.7860001106746495e-05
3400, 0.0015328100016631652,5.1840001106029376e-05
3401, 0.001605800000106683,5.616999987978488e-05
3402, 0.0016487800021423027,5.67700008105021e-05
3403, 0.0016689000003680121,5.830000009154901e-05
3404, 0.0016708000002836343,6.046000271453522e-05
3405, 0.0016369699987990316,5.919999966863543e-05
3406, 0.0010552200001257006,3.867000123136677e-05
3407, 0.0011052599984395783,6.299999949987978e-05
3408, 0.001034580000123242,3.3628999517532066e-05
3409, 0.0011052100016968325,3.44299987773411e-05
3410, 0.001715840000542812,3.431100049056113e-05
3411, 0.0010916999999608379,6.221100193215534e-05
3412, 0.0009383699980389792,3.378000110387802e-05
3413, 0.0014039490015420597,5.8969999372493476e-05
3414, 0.0011836799967568368,5.656999928760342e-05
3415, 0.001238379001733847,3.522000042721629e-05
3416, 0.0012093099976482335,3.3779997465899214e-05
3417, 0.0011184700015292037,4.07900006393902e-05
3418, 0.001307430000451859,6.155099981697276e-05
3419, 0.0015883900014159735,6.462999954237603e-05
3420, 0.0014319599977170583,5.7150002248818055e-05
3421, 0.0010472100002516527,3.588999970816076e-05
3422, 0.0015336499964178074,6.242000017664395e-05
3423, 0.0011789999989559874,6.055999983800575e-05
3424, 0.001271208999241935,6.244899850571528e-05
3425, 0.0011266000001342036,3.4529999538790435e-05
3426, 0.0012033599996357225,6.42100021650549e-05
